,video_name,tag
1299,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_432.mp4,normal
1300,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1455.mp4,normal
1301,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_353.mp4,normal
1302,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_739.mp4,normal
1303,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_455.mp4,normal
1304,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_231.mp4,normal
1305,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_530.mp4,normal
1306,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_695.mp4,normal
1307,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_494.mp4,normal
1308,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1259.mp4,normal
1309,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_170.mp4,normal
1310,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1430.mp4,normal
1311,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_980.mp4,normal
1312,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1461.mp4,normal
1313,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_3.mp4,normal
1314,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1216.mp4,normal
1315,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_385.mp4,normal
1316,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_550.mp4,normal
1317,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_765.mp4,normal
1318,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_712.mp4,normal
1319,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_92.mp4,normal
1320,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_749.mp4,normal
1321,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1097.mp4,normal
1322,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1466.mp4,normal
1323,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_954.mp4,normal
1324,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1201.mp4,normal
1325,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_852.mp4,normal
1326,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_261.mp4,normal
1327,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1050.mp4,normal
1328,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1392.mp4,normal
1329,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_307.mp4,normal
1330,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1393.mp4,normal
1331,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_301.mp4,normal
1332,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_809.mp4,normal
1333,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_430.mp4,normal
1334,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_347.mp4,normal
1335,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_529.mp4,normal
1336,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1080.mp4,normal
1337,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_744.mp4,normal
1338,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_998.mp4,normal
1339,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_547.mp4,normal
1340,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_725.mp4,normal
1341,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_58.mp4,normal
1342,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_682.mp4,normal
1343,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_203.mp4,normal
1344,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_921.mp4,normal
1345,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_482.mp4,normal
1346,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1055.mp4,normal
1347,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_977.mp4,normal
1348,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1370.mp4,normal
1349,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_78.mp4,normal
1350,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_298.mp4,normal
1351,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1031.mp4,normal
1352,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1459.mp4,normal
1353,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_701.mp4,normal
1354,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_119.mp4,normal
1355,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1346.mp4,normal
1356,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1321.mp4,normal
1357,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1220.mp4,normal
1358,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_216.mp4,normal
1359,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1142.mp4,normal
1360,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_638.mp4,normal
1361,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1330.mp4,normal
1362,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1437.mp4,normal
1363,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1353.mp4,normal
1364,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_950.mp4,normal
1365,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_304.mp4,normal
1366,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_909.mp4,normal
1367,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_394.mp4,normal
1368,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_814.mp4,normal
1369,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1102.mp4,normal
1370,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_63.mp4,normal
1371,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_993.mp4,normal
1372,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_330.mp4,normal
1373,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_838.mp4,normal
1374,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_777.mp4,normal
1375,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_412.mp4,normal
1376,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_325.mp4,normal
1377,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1193.mp4,normal
1378,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_702.mp4,normal
1379,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1474.mp4,normal
1380,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_691.mp4,normal
1381,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_99.mp4,normal
1382,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1291.mp4,normal
1383,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_552.mp4,normal
1384,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1301.mp4,normal
1385,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1326.mp4,normal
1386,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_71.mp4,normal
1387,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1488.mp4,normal
1388,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_321.mp4,normal
1389,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_554.mp4,normal
1390,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_487.mp4,normal
1391,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_25.mp4,normal
1392,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_41.mp4,normal
1393,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_579.mp4,normal
1394,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1180.mp4,normal
1395,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1128.mp4,normal
1396,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_604.mp4,normal
1397,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1365.mp4,normal
1398,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1038.mp4,normal
1399,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_851.mp4,normal
1400,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1266.mp4,normal
1401,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_837.mp4,normal
1402,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_54.mp4,normal
1403,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1413.mp4,normal
1404,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1273.mp4,normal
1405,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_792.mp4,normal
1406,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1328.mp4,normal
1407,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1312.mp4,normal
1408,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_681.mp4,normal
1409,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_585.mp4,normal
1410,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_108.mp4,normal
1411,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1126.mp4,normal
1412,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_728.mp4,normal
1413,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1356.mp4,normal
1414,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1375.mp4,normal
1415,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1429.mp4,normal
1416,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_207.mp4,normal
1417,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_332.mp4,normal
1418,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_98.mp4,normal
1419,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_901.mp4,normal
1420,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_214.mp4,normal
1421,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1039.mp4,normal
1422,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_545.mp4,normal
1423,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_951.mp4,normal
1424,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1389.mp4,normal
1425,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_997.mp4,normal
1426,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_715.mp4,normal
1427,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_820.mp4,normal
1428,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_518.mp4,normal
1429,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_33.mp4,normal
1430,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_468.mp4,normal
1431,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1275.mp4,normal
1432,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_344.mp4,normal
1433,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1189.mp4,normal
1434,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1013.mp4,normal
1435,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_49.mp4,normal
1436,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1027.mp4,normal
1437,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_205.mp4,normal
1438,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_148.mp4,normal
1439,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1191.mp4,normal
1440,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_48.mp4,normal
1441,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_128.mp4,normal
1442,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1161.mp4,normal
1443,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_910.mp4,normal
1444,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1144.mp4,normal
1445,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_302.mp4,normal
1446,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_690.mp4,normal
1447,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_940.mp4,normal
1448,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_196.mp4,normal
1449,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_584.mp4,normal
1450,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_983.mp4,normal
1451,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_957.mp4,normal
1452,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_241.mp4,normal
1453,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_367.mp4,normal
1454,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_805.mp4,normal
1455,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_501.mp4,normal
1456,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1469.mp4,normal
1457,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_858.mp4,normal
1458,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_830.mp4,normal
1459,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_803.mp4,normal
1460,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_975.mp4,normal
1461,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1403.mp4,normal
1462,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1033.mp4,normal
1463,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_915.mp4,normal
1464,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_669.mp4,normal
1465,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1335.mp4,normal
1466,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_143.mp4,normal
1467,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_479.mp4,normal
1468,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_576.mp4,normal
1469,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_790.mp4,normal
1470,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1043.mp4,normal
1471,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1240.mp4,normal
1472,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_144.mp4,normal
1473,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1156.mp4,normal
1474,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_374.mp4,normal
1475,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1155.mp4,normal
1476,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1368.mp4,normal
1477,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_444.mp4,normal
1478,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_11.mp4,normal
1479,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1379.mp4,normal
1480,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_742.mp4,normal
1481,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_101.mp4,normal
1482,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_741.mp4,normal
1483,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_377.mp4,normal
1484,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1083.mp4,normal
1485,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1211.mp4,normal
1486,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_787.mp4,normal
1487,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_292.mp4,normal
1488,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_774.mp4,normal
1489,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1313.mp4,normal
1490,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_727.mp4,normal
1491,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1053.mp4,normal
1492,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_634.mp4,normal
1493,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_780.mp4,normal
1494,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_969.mp4,normal
1495,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_411.mp4,normal
1496,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1005.mp4,normal
1497,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1052.mp4,normal
1498,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1406.mp4,normal
1499,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1373.mp4,normal
1500,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1101.mp4,normal
1501,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1438.mp4,normal
1502,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1164.mp4,normal
1503,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_569.mp4,normal
1504,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_561.mp4,normal
1505,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1081.mp4,normal
1506,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1451.mp4,normal
1507,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_314.mp4,normal
1508,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_318.mp4,normal
1509,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_822.mp4,normal
1510,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_232.mp4,normal
1511,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_988.mp4,normal
1512,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_10.mp4,normal
1513,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1236.mp4,normal
1514,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1324.mp4,normal
1515,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1498.mp4,normal
1516,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1414.mp4,normal
1517,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_280.mp4,normal
1518,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_404.mp4,normal
1519,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1017.mp4,normal
1520,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_323.mp4,normal
1521,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_616.mp4,normal
1522,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1479.mp4,normal
1523,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_295.mp4,normal
1524,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1025.mp4,normal
1525,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_896.mp4,normal
1526,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_963.mp4,normal
1527,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1010.mp4,normal
1528,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1380.mp4,normal
1529,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_603.mp4,normal
1530,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1405.mp4,normal
1531,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_201.mp4,normal
1532,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_340.mp4,normal
1533,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_293.mp4,normal
1534,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_505.mp4,normal
1535,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_164.mp4,normal
1536,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_485.mp4,normal
1537,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_342.mp4,normal
1538,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1404.mp4,normal
1539,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_264.mp4,normal
1540,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1409.mp4,normal
1541,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_791.mp4,normal
1542,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_449.mp4,normal
1543,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1360.mp4,normal
1544,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1458.mp4,normal
1545,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_103.mp4,normal
1546,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_598.mp4,normal
1547,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1497.mp4,normal
1548,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1355.mp4,normal
1549,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_548.mp4,normal
1550,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1494.mp4,normal
1551,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1186.mp4,normal
1552,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_69.mp4,normal
1553,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_265.mp4,normal
1554,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_372.mp4,normal
1555,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_759.mp4,normal
1556,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1203.mp4,normal
1557,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1339.mp4,normal
1558,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_351.mp4,normal
1559,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_648.mp4,normal
1560,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_51.mp4,normal
1561,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1088.mp4,normal
1562,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1242.mp4,normal
1563,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_268.mp4,normal
1564,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1135.mp4,normal
1565,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_151.mp4,normal
1566,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1463.mp4,normal
1567,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1108.mp4,normal
1568,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_418.mp4,normal
1569,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1277.mp4,normal
1570,/content/drive/My Drive/Dataset_Applied_Project/Splitted_Data/train/normal/normal_1381.mp4,normal
